"cow" "lactno" "dfc" "milk"
9 2 54 41.24
9 2 55 41.58
9 2 56 36.82
9 2 57 43.6
9 2 58 38.77
9 2 59 39.01
9 2 60 42.06
9 2 61 42.64
9 2 62 43.69
9 2 63 41.74
9 2 64 42.01
9 2 65 41.75
9 2 66 46
9 2 67 39.36
9 2 68 43.85
9 2 69 42.63
9 2 70 46.8
9 2 71 39.51
9 2 72 44.27
9 2 73 40.93
9 2 74 41.21
9 2 75 43.07
9 2 76 38.76
9 2 77 39.25
9 2 78 45.07
9 2 79 43.56
9 2 80 40.36
9 2 81 38.22
9 2 82 40.08
9 2 83 38.49
9 2 84 43.7
9 2 85 45.84
9 2 86 38.49
9 2 87 40.35
9 2 88 41.05
9 2 89 40.24
9 2 90 42.67
9 2 91 38.31
9 2 92 40.6
9 2 93 39.35
9 2 94 40.86
9 2 95 42.82
9 2 96 35.3
9 2 97 46.65
9 2 98 46.16
9 2 99 39.09
9 2 100 46.49
9 2 101 40.08
9 2 102 41.95
9 2 103 34.37
9 2 104 39.88
9 2 105 37.11
9 2 106 39.07
9 2 107 41.54
9 2 108 41.34
9 2 109 41.68
9 2 110 37.8
9 2 111 42.91
9 2 112 40.4
9 2 113 43.55
9 2 114 43.57
9 2 115 39.98
9 2 116 42.03
9 2 117 37.18
9 2 118 38.12
9 2 119 42.89
9 2 120 44.61
9 2 121 39.64
9 2 122 42.23
9 2 123 38.66
9 2 124 39.83
9 2 125 42.51
9 2 126 39.4
9 2 127 43.37
9 2 128 40.86
9 2 129 40.84
9 2 130 40.57
9 2 131 36.41
9 2 132 39.94
9 2 133 43.13
9 2 134 38.13
9 2 135 40.92
9 2 136 42.14
9 2 137 38.78
9 2 138 38.75
9 2 139 39.01
9 2 140 38.76
9 2 141 36.49
9 2 142 39.49
9 2 143 39.71
9 2 144 37.15
9 2 145 38.29
9 2 146 35.97
9 2 147 38.79
9 2 148 38.27
9 2 149 33.98
9 2 150 37.16
9 2 151 36.6
9 2 152 37.62
9 2 153 35.63
9 2 154 35.83
9 2 155 33.3
9 2 156 34.82
9 2 157 36.89
9 2 158 36.14
9 2 159 32.3
9 2 160 36.79
9 2 161 35.09
9 2 162 38.51
9 2 163 38.57
9 2 164 35.78
9 2 165 38.16
9 2 166 38.89
9 2 167 31.08
9 2 168 37.03
9 2 169 27.55
9 2 170 38.73
9 2 171 36.79
9 2 172 34.42
9 2 173 37.59
9 2 174 38.62
9 2 175 35.33
9 2 176 38.18
9 2 177 38.3
9 2 178 36.33
9 2 179 35.51
9 2 180 36.79
9 2 181 37.41
9 2 182 35.63
9 2 183 37.88
9 2 184 36.25
9 2 185 40.69
9 2 186 40.46
9 2 187 37.58
9 2 188 35.69
9 2 189 35.89
9 2 190 34.32
9 2 191 37.54
9 2 192 34.4
9 2 193 35.32
9 2 194 35.52
9 2 195 36.03
9 2 196 38.98
9 2 197 36.27
9 2 198 35.78
9 2 199 35.96
9 2 200 38.8
9 2 201 35.31
9 2 202 35.97
9 2 203 39.77
9 2 204 35.86
9 2 205 37.76
9 2 206 37.89
9 1 207 24.46
9 2 207 38.29
9 1 208 25.99
9 2 208 40.29
9 2 209 36.68
9 1 210 24.79
9 2 210 39.29
9 1 211 25.19
9 2 211 35.78
9 1 212 24.04
9 2 212 39.26
9 1 213 25.7
9 2 213 39.26
9 1 214 24.39
9 2 214 37.52
9 1 215 24.63
9 2 215 38.05
9 1 216 26.93
9 2 216 35.7
9 1 217 25.83
9 2 217 36.24
9 1 218 25.43
9 2 218 35.29
9 1 219 23.93
9 2 219 33.55
9 1 220 22.38
9 2 220 31.45
9 1 221 22.72
9 2 221 32.86
9 1 222 22.63
9 2 222 32.05
9 1 223 23.66
9 2 223 33.58
9 1 224 23.49
9 2 224 31.88
9 1 225 25.27
9 2 225 32.34
9 1 226 26
9 2 226 29.5
9 1 227 26.97
9 2 227 28.53
9 2 228 29.5
9 2 229 29.76
9 1 230 26.52
9 2 230 30.37
9 1 231 27.53
9 2 231 32.67
9 1 232 26.84
9 2 232 29.1
9 1 233 25.85
9 2 233 33.96
9 1 234 26.56
9 2 234 30.49
9 1 235 27.77
9 2 235 30.3
9 1 236 25.87
9 2 236 33.39
9 1 237 25.51
9 2 237 30.51
9 1 238 26.73
9 2 238 30.65
9 1 239 27.36
9 2 239 29.14
9 1 240 26.63
9 2 240 26.51
9 1 241 27.34
9 2 241 31.72
9 1 242 14.21
9 2 242 32.34
9 1 243 13.98
9 2 243 33.03
9 2 244 31.22
9 2 245 32.4
9 2 246 34.93
9 2 247 34.38
9 2 248 34.97
9 2 249 33.95
9 2 250 33.09
9 2 251 20.23
10 2 1 18.36
10 2 2 31.72
10 2 3 19.66
10 2 4 11.95
10 2 5 43.03
10 2 6 40.94
10 2 7 44.47
10 2 8 45.21
10 2 9 46.96
10 2 10 45.89
10 2 11 53.77
10 2 12 55.03
10 2 13 48.31
10 2 14 48.67
10 2 15 48.58
10 2 16 55.21
10 2 17 57.33
10 2 18 50.59
10 2 19 42.83
10 2 20 57.02
10 2 21 54.17
10 2 22 52.7
10 2 23 51.34
10 2 24 53.39
10 2 25 56.66
10 2 26 51.35
10 2 27 51.57
10 2 28 56.29
10 2 29 51.13
10 2 30 52.13
10 2 31 55.77
10 2 32 61.59
10 2 33 52.53
10 2 34 51.6
10 2 35 56.86
10 2 36 52.69
10 2 37 49.05
10 2 38 45.23
10 2 39 43.26
10 2 40 46.22
10 2 41 54.02
10 2 42 50.23
10 2 43 48.2
10 2 44 51.31
10 2 45 54.7
10 2 46 55.09
10 2 47 52.31
10 2 48 54.25
10 2 49 53.11
10 2 50 55.76
10 2 51 50.59
10 2 52 55.14
10 2 53 52.64
10 2 54 52.04
10 2 55 54.09
10 2 56 55.71
10 2 57 55.12
10 2 58 51.35
10 2 59 50.31
10 2 60 44.97
10 2 61 48.24
10 2 62 48.17
10 2 63 53.47
10 2 64 50.01
10 2 65 51.67
10 2 66 46.82
10 2 67 49.59
10 2 68 44.79
10 2 69 45.35
10 2 70 49.8
10 2 71 47.02
10 2 72 45.08
10 2 73 50.68
10 2 74 49.04
10 2 75 47.57
10 2 76 42.32
10 2 77 47.29
10 2 78 47.73
10 2 79 52.89
10 2 80 50.31
10 2 81 47.6
10 2 82 46.96
10 2 83 40.38
10 2 84 45.5
10 2 85 41.08
10 2 86 43.83
10 2 87 43.32
10 2 88 47.05
10 2 89 46.51
10 2 90 49.03
10 2 91 48.66
10 2 92 47.81
10 2 93 45.76
10 2 94 46.57
10 2 95 43.54
10 2 96 45.16
10 2 97 44.33
10 2 98 46.62
10 2 99 42.66
10 2 100 46.77
10 2 101 43.56
10 2 102 45.3
10 2 103 48.46
10 2 104 43.5
10 2 105 44.81
10 2 106 44.22
10 2 107 44.78
10 2 108 43.77
10 2 109 39.07
10 2 110 34.84
10 2 111 25.88
10 2 112 25.91
10 2 113 8.04
10 2 115 11.25
10 2 116 11.66
10 2 117 11.27
10 2 118 12.13
10 2 119 9.66
10 2 120 14.04
10 2 121 10.14
10 2 122 15.2
10 2 123 15.05
10 2 124 16.21
10 2 125 20.65
10 1 225 28.09
10 1 226 25.39
10 1 228 24.35
10 1 229 25.73
10 1 230 23.74
10 1 231 26.58
10 1 232 25.12
10 1 233 26.2
10 1 234 24.44
10 1 235 25.04
10 1 236 26.39
10 1 237 28.09
10 1 238 32.64
10 1 239 27.81
10 1 240 29.88
10 1 241 28.45
10 1 242 27.86
10 1 243 28.7
10 1 244 28.49
10 1 245 29.05
10 1 247 10.08
10 1 248 30.1
10 1 249 29.04
10 1 250 30.66
10 1 251 17.06
10 1 252 27.91
10 1 253 29.96
10 1 254 28.61
10 1 255 30.2
10 1 256 0
10 1 257 17.93
10 1 258 29
10 1 259 30.31
10 1 260 30.43
10 1 261 30.92
10 1 262 27.17
10 1 263 30.11
10 1 264 32.2
10 1 265 28.63
10 1 266 30.84
10 1 267 30.56
10 1 268 27.9
10 1 269 32
10 1 270 27.98
10 1 271 30.21
10 1 272 28.43
10 1 273 18.89
10 1 274 29.43
10 1 275 30.76
10 1 276 30.29
10 1 277 28.07
10 1 278 33.5
10 1 279 29.66
10 1 280 28.22
10 1 281 16.43
10 1 282 30.93
10 1 283 29.04
10 1 284 28.05
10 1 285 30.34
10 1 286 28.59
10 1 287 29.27
10 1 288 29.09
10 1 289 29.33
10 1 290 29.9
10 1 291 29.36
10 1 292 31.29
10 1 293 27.85
10 1 294 29.76
10 1 295 29.21
10 1 296 27.21
10 1 297 19.52
10 1 298 10.64
10 1 299 26.69
10 1 300 26.37
10 1 301 25.3
10 1 302 25.76
10 1 303 27.44
10 1 304 25.9
10 1 305 26.22
10 1 306 25.89
10 1 307 24.33
10 1 308 27.13
10 1 309 28.87
10 1 310 27.46
10 1 311 25.23
10 1 312 30.06
10 1 313 28
10 1 314 28.68
10 1 315 29.32
10 1 316 27.02
10 1 317 27.88
10 1 318 27.35
10 1 319 26.74
10 1 320 26.31
10 1 321 28.22
10 1 322 28.25
10 1 323 29.14
10 1 324 16.36
10 1 325 28.92
10 1 326 29.52
10 1 327 29.01
10 1 328 27.14
10 1 329 31.23
10 1 330 28.03
10 1 331 30.65
10 1 332 29.42
10 1 333 26.56
10 1 334 28.43
10 1 335 27.49
10 1 336 27.62
10 1 337 29.89
10 1 338 28.29
10 1 339 29.54
10 1 340 29.18
10 1 341 28.91
10 1 342 29.01
10 1 343 27.37
10 1 344 28.43
10 1 345 27.96
10 1 346 28.43
10 1 347 25.38
10 1 348 26.65
10 1 349 26.46
10 1 350 25.3
10 1 351 25.52
10 1 352 26.57
10 1 353 27.64
10 1 354 27.48
10 1 355 26.94
10 1 356 25.51
10 1 357 26.81
10 1 358 28.02
10 1 359 26.62
10 1 360 27.12
10 1 361 26.74
10 1 362 24.97
10 1 363 28
10 1 364 26.27
10 1 365 26.49
10 1 366 24.8
10 1 367 26.54
10 1 368 24.56
10 1 369 24.74
10 1 370 24.47
10 1 371 24.54
10 1 372 23.46
10 1 373 22.77
10 1 374 9.62
10 1 375 24.43
10 1 376 24.17
10 1 377 23.57
10 1 378 24.51
10 1 379 24.07
10 1 381 15.47
10 1 384 7.04
10 1 387 6.59
11 2 1 15.12
11 2 2 34.68
11 2 3 25.2
11 2 4 34.35
11 2 5 28.53
11 2 6 32.46
11 2 7 31.04
11 2 8 33.56
11 2 9 34.88
11 2 10 32.74
11 2 11 33.88
11 2 12 36.19
11 2 13 35.38
11 2 14 35.01
11 2 15 35.92
11 2 16 37.56
11 2 17 36.39
11 2 18 35.36
11 2 19 34.1
11 2 20 34.65
11 2 21 34.83
11 2 22 37.1
11 2 23 36.09
11 2 24 32.68
11 2 25 36.68
11 2 26 38.1
11 2 27 34.8
11 2 28 37.38
11 2 29 34.79
11 2 30 39.33
11 2 31 36.12
11 2 32 41.08
11 2 33 40.44
11 2 34 39.29
11 2 35 42.54
11 2 36 36.34
11 2 37 35.34
11 2 38 41.71
11 2 39 38.22
11 2 40 36.8
11 2 41 37.05
11 2 42 39.53
11 2 43 37.02
11 2 44 38.3
11 2 45 39.18
11 2 46 41.17
11 2 47 40.68
11 2 48 35.32
11 2 49 35.94
11 2 50 37.57
11 2 51 37.08
11 2 52 39
11 2 53 39.87
11 2 54 39.99
11 2 55 35.1
11 2 56 38.08
11 2 57 41.84
11 2 58 36.1
11 2 59 37.37
11 2 60 42.57
11 2 61 36.97
11 2 62 35.56
11 2 63 34.6
11 2 64 35.39
11 2 65 34.43
11 2 66 34.19
11 2 67 38.41
11 2 68 36
11 2 69 33.73
11 2 70 32.54
11 2 71 37.34
11 2 72 31.21
11 2 73 31.4
11 2 74 36.75
11 2 75 35.13
11 2 76 32.86
11 2 77 34.17
11 2 78 35.48
11 2 79 34.32
11 2 80 36.91
11 2 81 33.14
11 2 82 35.43
11 2 83 34.42
11 2 84 34.18
11 2 85 34.27
11 2 86 36.92
11 2 87 33.25
11 2 88 34.7
11 2 89 31.43
11 2 90 34.48
11 2 91 34.28
11 2 92 34.91
11 2 93 33.61
11 2 94 34.05
11 2 95 35.08
11 2 96 38.13
11 2 97 37.15
11 2 98 14.06
11 1 141 25.77
11 1 142 11.07
11 1 144 25.56
11 1 145 24.23
11 1 146 24.15
11 1 147 25.44
11 1 148 27.95
11 1 149 23.07
11 1 150 27.71
11 1 151 24.21
11 1 152 27.1
11 1 153 22.96
11 1 154 30.8
11 1 155 24.97
11 1 156 26.85
11 1 157 24.96
11 1 158 25.6
11 1 159 24.54
11 1 160 26
11 1 161 26.38
11 1 163 11.63
11 1 164 25.23
11 1 165 27.5
11 1 166 26.7
11 1 167 23.18
11 1 168 26.31
11 1 169 27.25
11 1 170 25.74
11 1 171 25.45
11 1 172 24.83
11 1 173 23.14
11 1 174 26.96
11 1 175 23.41
11 1 176 14.39
11 1 177 26.06
11 1 178 22.8
11 1 179 24.1
11 1 180 27.43
11 1 181 28.41
11 1 182 24.37
11 1 183 29.14
11 1 184 15.88
11 1 185 30.01
11 1 186 23
11 1 187 25.34
11 1 188 24.98
11 1 189 26.45
11 1 190 24.32
11 1 191 22.33
11 1 192 26.6
11 1 193 26.68
11 1 194 25.79
11 1 195 23.15
11 1 196 25.11
11 1 197 13.94
11 1 198 25.81
11 1 199 22.16
11 1 200 25.16
11 1 201 24.56
11 1 202 25.03
11 1 203 23.95
11 1 204 24.94
11 1 205 22.86
11 1 206 25.53
11 1 207 19.83
11 1 208 24.69
11 1 209 21.79
11 1 210 25.3
11 1 211 24.56
11 1 212 22.1
11 1 213 16.42
11 1 214 11.29
11 1 215 21.44
11 1 216 24.22
11 1 217 22.35
11 1 218 22.24
11 1 219 20.61
11 1 220 20.22
11 1 221 22
11 1 222 20.9
11 1 223 23.16
11 1 224 23.34
11 1 225 24.59
11 1 226 20.79
11 1 227 22.9
11 1 228 21.69
11 1 229 23.49
11 1 230 22.34
11 1 231 22.78
11 1 232 21.33
11 1 233 22.97
11 1 234 24.38
11 1 235 22.98
11 1 236 20.32
11 1 237 23.78
11 1 238 21.88
11 1 239 22.72
11 1 240 12.97
11 1 241 22.82
11 1 242 21.24
11 1 243 24.97
11 1 244 23.48
11 1 245 23.84
11 1 246 11.21
11 1 251 10.23
11 1 252 19.59
11 1 253 22.05
11 1 254 19.26
11 1 255 23.24
11 1 256 21.99
11 1 257 21.88
11 1 258 22.88
11 1 259 20.89
11 1 260 24.7
11 1 261 22.07
11 1 262 21.43
11 1 263 20.01
11 1 264 23.58
11 1 265 21.71
11 1 266 24.71
11 1 267 22.05
11 1 268 19.79
11 1 269 22.94
11 1 270 23.33
11 1 271 21.44
11 1 272 21.98
11 1 273 21.27
11 1 274 19.64
11 1 275 19.86
11 1 276 9.46
11 1 277 18.63
11 1 278 20.16
11 1 279 20.19
11 1 280 9.96
11 1 281 20.12
11 1 282 20.63
11 1 283 22.04
11 1 284 19.13
11 1 285 22.1
11 1 286 18.88
11 1 287 21.27
11 1 288 21
11 1 289 19.08
11 1 290 21.99
11 1 291 19.29
11 1 292 21.33
11 1 293 21.53
11 1 294 23.02
11 1 295 20.59
11 1 296 7.81
11 1 297 21.27
11 1 298 22.26
11 1 299 20.66
11 1 300 21.69
11 1 301 22.82
11 1 302 22.07
11 1 303 21.02
11 1 304 21.69
11 1 305 21.08
11 1 306 21.35
11 1 307 21.4
11 1 308 14.1
11 1 309 9.76
11 1 310 18.3
11 1 311 22.94
11 1 312 18.91
11 1 313 20.94
11 1 314 22.85
11 1 315 20.07
11 1 316 19.43
11 1 317 20.26
11 1 318 20.04
11 1 319 19.14
11 1 320 19.7
11 1 321 20.72
11 1 322 21.47
11 1 323 22.17
11 1 324 19.42
11 1 325 20.29
11 1 326 19.13
11 1 327 19.74
11 1 328 22.53
11 1 329 19.44
11 1 330 22.78
11 1 331 18.95
11 1 332 22.72
11 1 333 19.54
11 1 334 20.37
11 1 335 20.87
11 1 336 21.13
11 1 337 20.28
11 1 338 21.21
11 1 339 19.66
11 1 340 20.82
11 1 341 22.39
11 1 342 19.94
11 1 343 21.7
11 1 344 22.64
11 1 345 21.26
11 1 346 19.27
11 1 347 22.41
11 1 348 20.52
11 1 349 19.45
11 1 350 20.96
11 1 351 21.78
11 1 352 19.09
11 1 353 21.33
11 1 354 19.28
11 1 355 12.58
11 1 356 8.6
11 1 357 21.23
11 1 358 20.9
11 1 359 22.8
11 1 360 21.44
11 1 361 19.62
11 1 362 21.25
11 1 363 23.53
11 1 364 21.17
11 1 365 20.18
11 1 366 20.58
11 1 367 20.6
11 1 368 21.39
11 1 369 21.13
11 1 370 19.46
11 1 371 19.12
11 1 372 19.09
11 1 373 19.78
11 1 374 18.85
11 1 375 19.92
11 1 376 21.22
11 1 377 20.59
11 1 378 20.7
11 1 379 20.14
11 1 380 20.84
11 1 381 18.02
11 1 382 19.81
11 1 383 18.75
11 1 384 19.46
11 1 385 18.24
11 1 386 21.38
11 1 387 18.15
11 1 388 18.32
11 1 389 18.61
11 1 390 17.65
11 1 391 18.88
11 1 392 17.35
11 1 393 18.74
11 1 394 21.04
11 1 395 19.43
11 1 396 20.06
11 1 397 18.55
11 1 398 20.2
11 1 399 19.09
11 1 400 18.7
11 1 401 18.92
11 1 402 19.01
11 1 403 17.75
11 1 404 19.13
11 1 405 17.86
11 1 406 18.45
11 1 407 17.51
11 1 408 19.14
11 1 409 16.93
11 1 410 18.16
11 1 411 19.38
11 1 412 17.59
11 1 413 16.69
11 1 414 18.32
11 1 415 19
11 1 416 17.55
11 1 417 17.46
11 1 418 18.17
11 1 419 17.98
11 1 420 15.48
11 1 421 17.15
11 1 422 18.14
11 1 423 16.02
11 1 424 17.07
11 1 425 16.39
11 1 426 9.16
11 1 427 16.98
11 1 428 16.22
11 1 429 17.68
11 1 430 15.53
11 1 431 17.21
11 1 432 15.25
11 1 433 14.92
11 1 434 13.98
11 1 435 16.51
11 1 436 15.28
11 1 437 6.7
11 1 438 11.94
11 1 440 9.86
11 1 442 4.87
12 2 1 10.25
12 2 2 30.95
12 2 3 28.11
12 2 4 33.97
12 2 5 38.27
12 2 6 31.7
12 2 7 17.45
12 2 8 37.19
12 2 9 36.57
12 2 10 38.82
12 2 11 40.09
12 2 12 32.33
12 2 13 41.54
12 2 14 45.47
12 2 15 19.31
12 2 16 21.62
12 2 17 39.83
12 2 18 39.82
12 2 19 37.62
12 2 20 41.08
12 2 21 35.12
12 2 22 40.53
12 2 23 40.12
12 2 24 38.86
12 2 25 37.59
12 2 26 40.78
12 2 27 36.43
12 2 28 37.67
12 2 29 35.37
12 2 30 31.52
12 2 31 39.09
12 2 32 37.88
12 2 33 41.22
12 2 34 36.07
12 2 35 34.64
12 2 36 34.94
12 2 37 35.86
12 2 38 37.75
12 2 39 41.18
12 2 40 41.62
12 2 41 35.91
12 2 42 35.7
12 2 43 40.55
12 2 44 41.57
12 2 45 35.16
12 2 46 36.89
12 2 47 35.45
12 2 48 35.88
12 2 49 33.65
12 2 50 38.4
12 2 51 40.61
12 2 52 33.41
12 2 53 35.17
12 2 54 33.1
12 2 55 35.14
12 2 56 36.13
12 2 57 37.28
12 2 58 18.45
12 2 59 34.09
12 2 60 32.56
12 2 61 34.42
12 2 62 19.25
12 2 63 18.99
12 2 64 34.73
12 2 65 34.99
12 2 66 36.77
12 2 67 33.09
12 2 68 35.89
12 2 69 34.02
12 2 70 33.86
12 2 71 32.52
12 2 72 36.48
12 2 73 34.49
12 2 74 34.26
12 2 75 32.53
12 2 76 31.96
12 2 77 32.48
12 2 78 30.3
12 2 79 31.25
12 2 80 34.41
12 2 81 33.32
12 2 82 34.48
12 2 83 33.67
12 2 84 32.93
12 2 85 31.78
12 2 86 32.17
12 2 87 40.45
12 2 88 33.3
12 2 89 30.37
12 2 90 32.41
12 2 91 32.57
12 2 92 33.49
12 2 93 31.43
12 2 94 32.46
12 2 95 32.7
12 2 96 30.4
12 2 97 30.06
12 2 98 33.05
12 2 99 28.72
12 2 100 31.43
12 2 101 31.14
12 2 102 28.52
12 2 103 30.45
12 2 104 31.08
12 2 105 31.17
12 2 106 30.21
12 2 107 26.6
12 2 108 14.92
12 2 109 32.14
12 2 110 29.82
12 2 111 32.55
12 2 112 29.64
12 2 113 31.34
12 2 114 32.04
12 2 115 30.85
12 2 116 32.21
12 2 117 32.25
12 2 118 31.22
12 2 119 29.89
12 2 120 29.98
12 2 121 29.27
12 2 122 32.64
12 2 123 30.25
12 2 124 31.93
12 2 125 30.8
12 2 126 32.53
12 2 127 29.82
12 2 128 28.95
12 2 129 28.4
12 2 130 29.78
12 2 131 29.7
12 2 132 29.88
12 2 133 29.29
12 2 134 28.67
12 2 135 30.59
12 2 136 31.43
12 2 137 29.91
12 2 138 29.91
12 2 139 30.3
12 2 140 31.45
12 2 141 30.13
12 2 142 30.64
12 2 143 30.21
12 2 144 33.32
12 2 145 31.15
12 2 146 31.36
12 2 147 27.77
12 2 148 31.41
12 2 149 30.44
12 2 150 31.05
12 2 151 31.15
12 2 152 29.55
12 2 153 29.65
12 2 154 27.62
12 2 155 29.49
12 2 156 27.45
12 2 157 29.46
12 2 158 30.06
12 2 159 29.41
12 2 160 26.9
12 2 161 29.92
12 2 162 28.83
12 2 163 28.32
12 2 164 29.59
12 2 165 28.83
12 2 166 25.57
12 2 167 27.59
12 2 168 29.65
12 2 169 28.16
12 2 170 28.36
12 2 171 27.84
12 2 172 29.67
12 2 173 27.51
12 2 174 28.24
12 2 175 27.96
12 2 176 27.71
12 2 177 27.19
12 2 178 28.26
12 2 179 29.28
12 2 180 29.64
12 2 181 27.89
12 2 182 28.64
12 2 183 29.18
12 2 184 30.04
12 2 185 30.89
12 2 186 28.14
12 2 187 27.5
12 2 188 26.72
12 2 189 29.06
12 2 190 30.34
12 2 191 25.66
12 2 192 28.95
12 2 193 25.86
12 2 194 25.98
12 2 195 29.79
12 2 196 27.78
12 2 197 28.54
12 2 198 28.57
12 2 199 24.43
12 2 200 28.95
12 2 201 28.72
12 2 202 29.94
12 1 203 21.49
12 2 203 27.11
12 1 204 12.04
12 2 204 30.8
12 2 205 27.73
12 1 206 20.2
12 2 206 25.98
12 1 207 20.78
12 2 207 28.48
12 1 208 19.54
12 2 208 28.27
12 1 209 22.24
12 2 209 30.45
12 1 210 23.56
12 2 210 31.05
12 1 211 21.97
12 2 211 29.76
12 1 212 22.9
12 2 212 30.11
12 1 213 22.15
12 2 213 29.4
12 1 214 23.74
12 2 214 28.8
12 1 215 25.41
12 2 215 26.8
12 1 216 20.67
12 2 216 25.76
12 1 217 23.23
12 2 217 27.74
12 1 218 22.44
12 2 218 29.31
12 1 219 20.83
12 2 219 27.85
12 1 220 23.32
12 2 220 26.41
12 1 221 23.83
12 2 221 26.21
12 1 222 23.36
12 2 222 26.19
12 1 223 24.03
12 2 223 26.37
12 2 224 29.1
12 1 225 10.1
12 2 225 23.53
12 1 226 22.19
12 2 226 26.12
12 1 227 22.2
12 2 227 29.04
12 1 228 23.96
12 2 228 28.24
12 1 229 21.75
12 2 229 29.74
12 1 230 21.68
12 2 230 28.78
12 1 231 25.43
12 2 231 26.78
12 1 232 11.33
12 2 232 26.37
12 1 233 21
12 2 233 29.48
12 1 234 8.41
12 2 234 28.21
12 1 235 22.67
12 2 235 27.33
12 1 236 17.93
12 2 236 28.67
12 1 237 21.15
12 2 237 27.23
12 1 238 23.46
12 2 238 28.12
12 1 239 21.02
12 2 239 25.89
12 1 240 22.13
12 2 240 23.76
12 1 241 26.97
12 2 241 28.6
12 1 242 22.92
12 2 242 24.25
12 1 243 20.54
12 2 243 25.93
12 1 244 22.91
12 2 244 26.12
12 1 245 21.42
12 2 245 25.01
12 1 246 22.14
12 2 246 27.02
12 1 247 24.2
12 2 247 25.15
12 1 248 23.58
12 2 248 25.02
12 1 249 22.18
12 2 249 27.17
12 1 250 24.4
12 2 250 25.68
12 1 251 21.57
12 2 251 26.04
12 1 252 21.92
12 2 252 27.5
12 1 253 24.16
12 2 253 28.81
12 1 254 23.41
12 2 254 27.39
12 1 255 21.6
12 2 255 25.81
12 1 256 21.72
12 2 256 26.69
12 1 257 20.53
12 2 257 22.82
12 1 258 22.24
12 2 258 26.39
12 1 259 11.34
12 2 259 24.3
12 1 260 18.48
12 2 260 24.91
12 1 261 22.4
12 2 261 24.58
12 1 262 21.88
12 2 262 25.83
12 1 263 19.79
12 2 263 25.62
12 1 264 19.79
12 2 264 25.33
12 1 265 19.78
12 2 265 24.61
12 1 266 18.51
12 2 266 22.5
12 1 267 19.25
12 2 267 21.46
12 1 268 20.73
12 2 268 25.32
12 1 269 21.4
12 2 269 23.81
12 1 270 19.99
12 2 270 26.38
12 1 271 20.88
12 2 271 24.41
12 1 272 20.21
12 2 272 26.32
12 1 273 20.19
12 2 273 24.23
12 1 274 17.26
12 2 274 25.24
12 1 275 10.81
12 2 275 23.93
12 1 276 7.53
12 2 276 23.55
12 1 277 16.36
12 2 277 25.71
12 1 278 17.08
12 2 278 25.38
12 1 279 18.11
12 2 279 26.22
12 1 280 17.54
12 2 280 24.3
12 1 281 18.49
12 2 281 25.52
12 1 282 16.68
12 2 282 24.65
12 1 283 17.92
12 2 283 23.51
12 1 284 18.47
12 2 284 23.68
12 1 285 18.7
12 2 285 24.17
12 1 286 16.21
12 2 286 23.28
12 1 287 17.81
12 2 287 23.81
12 1 288 16.28
12 2 288 24.69
12 1 289 17.27
12 2 289 22.74
12 1 290 17.43
12 2 290 22.68
12 1 291 15.83
12 2 291 15.15
12 1 292 17.25
12 2 292 17.12
12 1 293 16.91
12 1 294 16.04
12 1 295 19.13
12 1 297 7.72
12 1 306 0.27
13 2 1 14.98
13 2 2 29.21
13 2 3 32.27
13 2 4 31.82
13 2 5 32.09
13 2 6 36.64
13 2 7 36.73
13 2 8 34.83
13 2 9 37.77
13 2 10 34.25
13 2 11 34.49
13 2 12 38.35
13 2 13 35.67
13 2 14 42.71
13 2 15 40.22
13 2 16 38.71
13 2 17 37.32
13 2 18 37.29
13 2 19 37.14
13 2 20 38.11
13 2 21 40.06
13 2 22 38.27
13 2 23 36.84
13 2 24 38.69
13 2 25 37.55
13 2 26 39.87
13 2 27 42.99
13 2 28 40.77
13 2 29 37.08
13 2 30 37.78
13 2 31 38.94
13 2 32 40.77
13 2 33 40.2
13 2 34 39.83
13 2 35 37.95
13 2 36 37.44
13 2 37 38.86
13 2 38 35.35
13 2 39 38.1
13 2 40 39.85
13 2 41 39.74
13 2 42 39.36
13 2 43 40.55
13 2 44 39.05
13 2 45 37.28
13 2 46 37.04
13 2 47 37.32
13 2 48 41.24
13 2 49 41.88
13 2 50 40.4
13 2 51 39.43
13 2 52 40.65
13 2 53 40.55
13 2 54 40.71
13 2 55 40.16
13 2 56 39.79
13 2 57 39.36
13 2 58 40.38
13 2 59 38.48
13 2 60 37.02
13 2 61 40.36
13 2 62 37.21
13 2 63 38.92
13 2 64 38.86
13 2 65 38.64
13 2 66 41.08
13 2 67 39.28
13 2 68 37.66
13 2 69 38.25
13 2 70 39.43
13 2 71 36.62
13 2 72 38.87
13 2 73 39.81
13 2 74 41.4
13 2 75 39.81
13 2 76 39.54
13 2 77 39.59
13 2 78 38.88
13 2 79 37.82
13 2 80 41.6
13 2 81 45.07
13 2 82 36.29
13 2 83 41.03
13 2 84 38.48
13 2 85 39.95
13 2 86 39.1
13 2 87 37.91
13 2 88 41.93
13 2 89 49.08
13 2 90 38.79
13 2 91 38.55
13 2 92 42.17
13 2 93 35.96
13 2 94 37.25
13 2 95 37.71
13 2 96 37.77
13 2 97 37.44
13 2 98 37.88
13 2 99 39.12
13 2 100 38.71
13 2 101 39.44
13 2 102 36.56
13 2 103 38.63
13 2 104 36.43
13 2 105 35.75
13 2 106 34.59
13 2 107 36.59
13 2 108 38.91
13 2 109 32.52
13 2 110 35.35
13 2 111 35.93
13 2 112 36.02
